0.37; 4.16; -0.15; 0.58; -0.96; 2.24
1.40; 5.19; 0.67; 0.50; 0.15; 2.24
2.00; 5.42; -0.07; -0.01; 0.08; 0.54
2.00; 2.90; 0.52; 3.61; -0.29; 3.57
1.33; 5.12; 0.82; -0.01; -0.44; 4.46
1.85; 3.86; 0.30; 0.43; -0.66; 3.87
0.66; 2.75; 0.30; 0.13; -0.29; 1.80
4.22; 0.24; 0.59; 0.13; 0.15; -0.57
0.07; -0.80; 0.15; -0.90; -2.96; -2.20
-1.33; -2.28; -1.77; -0.31; -1.18; -6.04
-1.85; -6.72; -0.37; 0.87; -0.89; -7.08
-1.11; -5.24; -0.37; -0.24; 1.33; -4.64
-3.11; -7.38; -0.37; -0.01; 0.37; -3.23
-1.70; -5.24; -0.37; -0.09; 0.08; -3.82
-1.63; -5.39; -0.22; 0.06; 0.37; -3.38
-3.33; -4.28; -0.29; 1.47; 0.89; -1.46
1.33; 1.12; -0.15; 1.47; 0.52; 0.02
-0.45; -1.39; -0.15; -0.09; 0.74; 0.84
0.29; 0.83; -0.15; 0.13; 0.45; 2.24
2.51; 2.31; -0.07; 0.28; 0.59; 2.91
1.33; 3.71; -0.15; 0.28; 0.37; 4.46
1.11; 5.12; 0.37; 0.58; 0.15; 5.87
1.92; 5.71; 0.37; 0.95; 0.30; 3.87
2.14; 5.27; 0.52; 0.80; -0.66; 5.79
1.55; 5.19; 0.08; -0.24; -0.44; 2.09
1.40; 3.57; 0.08; 0.58; -0.66; 2.39
3.48; 2.09; 0.22; -0.24; -0.74; 0.61
0.29; 0.46; 0.08; -0.24; -0.59; -0.94
-0.67; -0.80; -0.07; -0.16; 0.15; -0.72
-2.44; -0.28; -0.15; -0.16; -0.29; -3.75
-0.74; -3.98; -0.15; 0.50; -0.07; -4.42
-1.85; -4.28; -0.37; -0.24; -0.52; -5.97
-2.07; -5.24; -0.37; -0.31; 0.37; -4.79
-1.48; -4.65; -0.29; 0.95; 0.15; -3.97
-1.56; -5.31; -0.29; -0.46; 0.37; -2.94
-1.33; -3.24; -0.52; -0.01; 0.67; -2.27
-0.74; -2.43; -0.59; -0.09; 0.45; -1.09
0.22; -3.17; -0.59; -0.24; 0.37; 0.61
0.29; 0.31; 0.08; 0.13; 0.37; 0.98
1.18; 2.01; 0.00; 0.28; 0.37; 1.72
1.48; 4.16; 0.08; 0.06; 0.30; 3.20
2.44; 5.12; 0.08; 2.65; 0.15; 2.98
2.66; 5.86; 0.67; 0.28; -0.44; 2.46
1.92; 5.19; -0.07; 0.21; -0.44; 5.65
3.70; 4.68; 0.08; 0.50; -0.29; 4.61
1.33; 3.86; 0.37; 0.28; -0.59; 2.76
