23.13; -18.12; -5.44; -4.87; -11.35; -18.18
49.72; -10.87; -7.05; -4.07; -3.29; 13.25
67.45; -7.65; -7.86; -6.48; -2.49; 11.64
81.15; -6.84; -7.86; -3.26; 10.41; 15.67
19.10; -7.65; -6.25; -0.04; 6.38; 20.50
-42.15; -8.45; -6.25; -2.46; -0.88; 6.80
-43.76; -7.65; -6.25; -7.29; -3.29; -7.70
-22.00; -15.70; -6.25; -4.87; -5.71; -16.57
-20.39; -12.48; -6.25; -4.07; -0.07; -13.34
-11.53; -9.26; -5.44; -0.04; -19.41; 1.97
16.68; 2.03; -3.83; -1.65; -0.07; 14.06
13.46; 3.64; -24.78; -1.65; 14.43; 29.37
-9.91; -3.62; -3.83; -8.90; -2.49; 30.17
-14.75; -5.23; -3.83; -10.51; -0.88; 24.53
-14.75; -4.42; -2.22; -4.87; -8.94; 6.00
-20.39; -5.23; -4.64; -8.90; -15.38; -33.49
-17.97; -5.23; -2.22; -3.26; -33.92; -43.16
-16.36; -6.03; -3.83; -8.90; -16.19; -22.21
-14.75; -5.23; -3.83; -3.26; -4.91; -14.15
-9.91; -9.26; -5.44; -5.68; -5.71; -33.49
2.98; -7.65; -6.25; -2.46; -30.69; -0.45
2.98; -4.42; -5.44; -0.84; -8.94; 7.61
4.59; -4.42; -2.22; -2.46; -5.71; -11.73
5.40; -6.84; -6.25; -8.90; -11.35; -18.18
5.40; -4.42; 6.65; -13.74; -9.74; -5.28
-2.66; -5.23; -3.83; -1.65; -1.68; 3.58
-6.69; -4.42; -6.25; -2.46; -8.94; 3.58
-21.20; -3.62; -3.83; -4.07; -4.10; -9.31
-15.55; -5.23; -6.25; -4.07; 12.02; -22.21
-10.72; -5.23; -7.05; -4.87; -10.55; -18.98
-14.75; -3.62; -8.66; -0.84; -4.91; -3.67
-3.47; -6.03; -6.25; 2.38; -1.68; -35.91
-34.09; -10.87; -13.50; -8.90; -12.16; -51.22
-23.61; -18.93; -18.33; -4.87; -3.29; -23.82
-17.17; -10.87; -6.25; -3.26; 0.73; 14.06
-9.11; -2.81; -5.44; -4.07; 8.79; 26.95
-1.86; -8.45; 5.84; -7.29; -4.91; 18.09
5.40; 26.20; 17.12; -26.63; -4.91; 9.22
-10.72; 6.05; 5.04; -4.87; -2.49; 3.58
-14.75; 4.44; -5.44; -7.29; -12.96; -9.31
-12.33; -0.39; -2.22; -10.51; -14.58; -16.57
