4.68;-2.83;-11.11;3.59;31.69;-22.00
-6.53;27.77;-5.44;4.46;22.76;-21.13
0.65;-27.01;-9.47;-1.20;-3.81;-29.19
1.52;-9.26;-9.47;1.20;-25.48;-18.73
0.65;-5.23;-2.29;-2.07;-33.54;-10.67
0.65;-1.20;-0.65;-2.83;-27.99;-1.85
1.52;-1.96;-0.65;1.20;-9.37;2.18
-7.41;1.20;1.74;16.44;17.97;16.77
-4.14;0.44;5.01;-2.83;5.12;15.14
1.52;2.07;33.21;-6.10;17.97;9.47
2.29;4.46;7.41;-3.59;15.57;22.32
-4.14;1.20;3.38;-27.01;5.88;25.59
3.16;5.23;8.17;-2.07;-2.18;31.25
-2.50;3.70;5.01;-0.44;-10.24;15.14
-0.87;-1.20;-1.42;3.59;-15.03;2.18
2.29;4.46;6.64;1.20;-6.21;-2.61
11.98;-4.36;1.74;11.65;7.51;-21.13
3.16;-0.33;-0.65;5.99;19.60;-16.33
3.16;-3.59;-1.42;14.05;26.03;-15.46
3.92;-2.83;-3.05;-22.98;35.72;-12.31
3.16;-2.83;-4.68;7.62;18.73;-13.07
-16.99;-2.83;-10.35;23.74;5.88;-22.00
0.65;3.70;-7.84;3.59;1.85;-40.51
3.16;3.70;-11.11;3.59;-8.60;-11.43
-4.14;-6.86;-0.65;-2.07;-18.30;-10.67
3.16;10.13;-0.65;12.41;-20.69;-0.22
3.16;-3.59;0.98;-2.83;-19.93;9.47
3.16;2.07;1.74;-9.26;-16.66;17.53
1.52;4.46;3.38;-10.13;-9.37;19.17
-35.61;6.10;5.01;-6.86;-18.30;24.83
-4.90;2.07;8.17;-8.49;-10.24;23.20
-2.50;4.46;3.38;-10.89;-2.94;27.22
-4.90;6.10;-18.40;-5.23;2.72;27.99
-0.11;5.23;0.98;-1.20;0.22;-10.67
1.52;-0.33;10.67;-0.44;-8.60;6.21
1.52;0.44;1.74;-1.20;-5.34;-3.38
3.16;0.44;-0.65;2.83;-0.54;-14.70
1.52;-2.83;-5.44;-0.44;1.09;-16.33
0.65;-7.62;-19.93;6.86;7.51;-6.64
3.92;-4.36;-5.44;11.65;13.18;-23.52
3.16;-4.36;-6.32;11.65;16.33;-17.97
3.16;-1.20;-9.47;11.65;15.57;-22.00
-4.14;-1.20;-9.47;5.23;5.12;-28.42
0.65;1.20;-3.81;4.46;0.22;-22.76
3.16;-1.20;-7.84;1.20;-0.54;-26.03
2.29;1.20;11.43;-1.20;5.12;2.18
-4.14;6.10;1.74;8.39;13.18;15.14
-2.50;5.23;4.14;-1.20;18.73;25.59
1.52;4.46;1.74;-2.07;4.25;40.95
-12.20;-1.20;6.64;-5.23;-6.97;27.99
-7.41;-14.92;5.01;-10.89;-8.60;27.99
-7.41;5.23;2.61;-3.59;-12.63;22.32
-0.87;-1.20;5.01;-5.23;-22.32;28.86
-5.77;4.46;7.41;-1.20;-20.69;15.90
28.86;2.07;8.17;11.65;-11.87;10.24
3.92;5.23;5.01;3.59;-9.37;-9.91
-1.74;-7.62;1.74;3.59;-15.03;-21.13
2.29;24.61;-0.65;11.65;4.25;-21.13
28.86;-27.01;-0.65;8.39;6.75;-22.76
-0.87;-2.83;-5.44;10.02;-13.39;-17.97
0.65;-1.96;-12.74;7.62;5.12;-19.49
3.92;0.44;-5.44;1.20;6.75;-19.49
3.16;-1.20;-5.44;-1.20;16.33;-24.39
-7.41;-8.39;-5.44;6.86;16.33;-11.43
3.16;-2.83;-5.44;-2.07;29.29;-7.41
3.16;-1.96;-8.71;-2.07;30.82;2.18
3.16;3.70;-0.65;-22.98;30.82;15.14
0.65;-14.05;1.74;-2.07;18.73;23.96
-1.74;-10.89;4.14;-10.13;5.12;22.32
-6.53;0.44;0.11;-1.20;-32.78;22.32
-4.14;1.20;5.01;-2.83;-45.63;17.53
-4.14;-2.83;21.89;-9.26;-59.35;27.99
