0.98;4.46;2.40;1.74;24.94;3.38
2.61;-2.83;4.03;1.74;19.28;1.85
-1.42;-1.96;2.40;5.01;16.01;2.61
2.61;-2.83;-1.63;2.61;14.37;3.38
-0.65;2.07;-0.76;2.61;16.88;2.61
34.74;-10.89;3.27;-3.05;17.64;3.38
0.98;-12.41;0.87;2.61;7.19;2.61
-28.86;-1.96;7.30;9.80;-3.27;1.85
-0.65;4.46;-0.76;-0.65;-12.20;-21.56
-4.68;2.07;0.87;-6.32;-20.26;0.98
2.61;0.44;-0.76;-2.29;-21.89;0.98
-22.43;-18.08;-0.76;-0.65;-26.68;-7.84
2.61;1.20;-3.16;-4.68;-21.02;22.76
0.11;-2.83;-1.63;-0.65;-28.31;-1.42
0.98;0.44;-0.76;-15.14;-5.77;-0.54
3.38;-1.96;-0.76;1.74;4.79;1.85
3.38;4.46;0.00;2.61;15.25;-20.69
5.77;-1.96;-0.76;-1.42;15.25;4.25
4.14;-1.20;-8.06;5.77;26.46;3.38
1.74;2.07;0.00;7.41;25.70;2.61
2.61;-4.36;-0.76;1.74;22.43;4.25
25.16;-2.83;2.40;2.61;4.79;1.85
-0.65;-1.96;-0.76;0.11;13.61;1.85
0.98;-1.20;-17.75;1.74;4.79;-0.54
2.61;2.07;3.27;1.74;-3.27;0.22
-0.65;4.46;0.00;-0.65;-13.83;0.98
-1.42;1.20;-11.22;3.38;-18.62;-0.54
-7.08;-5.23;1.63;-3.05;-20.26;-0.54
-5.44;-1.20;-0.76;-4.68;-19.38;0.98
23.52;2.83;-0.76;-2.29;-16.23;-0.54
1.74;-0.33;-0.76;-4.68;-8.93;-0.54
-0.65;-1.20;-0.76;-4.68;-4.14;0.22
-0.65;-27.77;-0.76;-3.05;-3.27;-5.44
3.38;-1.20;-0.76;-4.68;6.32;12.31
3.38;1.20;-0.76;2.61;12.85;0.98
21.89;1.20;-18.51;0.98;16.01;-0.54
-3.92;1.20;-0.76;2.61;16.01;1.85
1.74;-7.62;-0.76;3.38;13.61;0.98
0.98;2.07;-1.63;8.17;4.79;-1.42
0.98;-1.20;1.63;6.64;4.79;0.98
2.61;1.20;0.00;5.01;2.29;0.98
0.98;1.20;4.90;6.64;-4.14;1.85
0.11;6.10;0.00;1.74;15.25;1.85
0.98;-1.96;-0.76;-1.42;-9.80;1.85
-1.42;3.70;0.00;10.67;4.79;3.38
17.86;0.44;-0.76;5.77;0.76;0.98
-5.44;2.83;21.78;5.01;0.76;1.85
-4.68;4.46;-0.76;-3.05;4.79;0.22
-2.29;2.07;-0.76;-10.35;2.29;-5.44
-0.65;0.44;-14.48;-15.14;-2.50;1.85
-1.42;0.44;-0.76;-17.53;-7.30;-2.18
-2.29;2.07;-0.76;-14.37;-8.93;-6.21
-1.42;2.07;-24.94;-6.32;-5.77;0.98
25.16;-1.20;-1.63;-13.50;-8.17;0.22
3.38;1.20;-3.16;1.74;-10.56;-0.54
5.77;-1.20;-2.40;3.38;-12.96;-0.54
3.38;-2.83;-0.76;5.01;-4.90;-2.18
5.01;2.07;-0.76;8.17;-2.50;-0.54
3.38;1.20;0.87;10.67;4.79;1.85
-17.53;-2.83;3.27;10.67;7.19;1.85
3.38;4.46;4.03;9.04;6.32;0.98
2.61;2.83;-5.66;9.80;6.32;1.85
3.38;-22.98;1.63;8.17;7.95;2.61
3.38;2.83;0.00;14.70;9.58;3.38
-4.68;1.20;0.87;12.20;17.64;1.85
0.98;0.44;4.90;5.77;20.04;1.85
-4.68;-2.83;0.87;-6.32;18.40;-2.18
-2.29;6.10;1.63;-10.35;11.98;-15.14
0.98;4.46;14.48;-15.14;5.55;22.76
